---config@码表分类=主码-5
---config@码表别名=系統詞庫
---config@允许编辑=是

#基础词库
愛護	ah#序30000
拮肉	jprz#序15000
拼沉	pbif#序15000
拿拿林	nnlb#序15000
拿拿淋	nnlb#序15000
拿拿聲	nnug#序15000
拿督	nadu#序15000
持械行劫	ixxx#序15000
持論	iily#序15000
指住禿奴罵和尚	vvth#序15000
指冬瓜話葫蘆	vdgh#序15000
指爾	vier#序15000
挖肉攞瘡生	wrli#序15000
挨夾棍	ajgy#序15000
挨屏	aipk#序15000
挨年近晚	anjj#序15000
挨憑	aipk#序15000
挨拼椅	apyi#序15000
挨晚	aiwj#序15000
挨更抵夜	agdd#序15000
挨生挨死	auaa#序15000
挨齋	aivd#序15000
挪亞方舟	nyff#序15000
挽鞋	wjxp#序15000
挾餸	jxss#序15000
捉人痛腳	vrtt#序15000
捉伊人	vyrf#序15000
捉兒人	vrrf#序15000
捉到鹿唔識脫角	vdlt#序15000
捉匿匿	vnni#序15000
捉姣	vojn#序15000
捉字虱	vzui#序15000
捉用神	vyuf#序15000
捉痛腳	vtjn#序15000
捉蟲入屎忽	viru#序15000
捉蟲入屎窟	viru#序15000
捉錯用神	vcyy#序15000
捉雞腳	vjjn#序15000
捉魚	voyu#序15000
捐山窿	juls#序15000
捐棄前嫌	jqqq#序15000
捕蠅紙	byvi#序15000
捨身圖報	uutt#序15000
捱更抵夜	agdd#序15000
捱生捱死	auaa#序15000
捱穀種	agvs#序15000
捱義氣	ayqi#序15000
捱騾仔	alzi#序15000
捱麵包	ambc#序15000
捲煙	jryj#序15000
捲粉	jrff#序15000
捲閘	jrva#序15000
捻死	nmsi#序15000
捽碟	cudp#序15000
掂筆甩	dbuk#序15000
掂路	dmlu#序15000
掂過條蔗	dgtt#序15000
掃地出門	sdii#序15000
掃灰水	shuv#序15000
掃風	scfg#序15000
掅起	qkqi#序15000
掉臂	dnbi#序15000
掉轉頭	dvtz#序15000
掌門人	vmrf#序15000
排他性	ptxk#序15000
排外主義	pwvv#序15000
排排坐	ppzo#序15000
排長龍	pils#序15000
排闥	pdta#序15000
排頭位	ptww#序15000
排骨仔	pgzi#序15000
掗位	yaww#序15000
掗埞	yadi#序15000
掗拃	yava#序15000
掘井	jtjk#序15000
掘頭巷	jtxl#序15000
掘頭路	jtlu#序15000
掛望	gxwh#序15000
掛爐鴨	glya#序15000
掛臘鴨	glya#序15000
掟彎	dkwj#序15000
掟死狗	dsgz#序15000
掟煲	dkbc#序15000
掟煲費	dbfw#序15000
掠水	ltuv#序15000
採擷	cdxp#序15000
採青	cdqk#序15000
探悉	tjxi#序15000
探戈舞	tgwu#序15000
探熱	tjre#序15000
掣板	iebj#序15000
接骨	jpgu#序15000
控制塔	kvta#序15000
推三推四	tstt#序15000
推牌九	tpjq#序15000
推莊	tvvl#序15000
推讓	tvrh#序15000
掩口費	ykfw#序15000
掯喉	kfhz#序15000
掱手	pauz#序15000
掹哈	mgha#序15000
掹雞	mgji#序15000
㨃鬼	iggv#序15000
描圖紙	mtvi#序15000
提子乾	tzgj#序15000
提款咭	tkji#序15000
提水	tiuv#序15000
插戴	iadd#序15000
插旗	iaqi#序15000
插水	iauv#序15000
插翼難飛	iynn#序15000
揚州炒飯	yvii#序15000
換片	hrpm#序15000
換衫	hruj#序15000
揞住	anvu#序15000
揞住嘴笑	avzz#序15000
揞脈	anmd#序15000
揦住	lavu#序15000
揦埋	lamd#序15000
揦埋口面	lmkk#序15000
揦手	lauz#序15000
揦手唔成勢	luni#序15000
揦脷	lali#序15000
揦苴	laju#序15000
揦茜	laqm#序15000
揦西	laxi#序15000
揦起塊面	lqkk#序15000
揦鮓	lava#序15000
揸ｆｉｔ	vfii#序15000
揸ｆｉｔ人	vfit#序15000
揸住	vavu#序15000
揸住雞毛當令箭	vvjl#序15000
揸個扒	vgba#序15000
揸大葵扇	vdkk#序15000
揸弗	vafu#序15000
揸弗人	vfrf#序15000
揸拿	vana#序15000
揸數	vauu#序15000
揸正來做	vvll#序15000
揸水	vauv#序15000
揸水煲	vubc#序15000
揸波	vabo#序15000
揸痛腳	vtjn#序15000
揸舦	vatd#序15000
揸鐵筆	vtbi#序15000
揸雞腳	vjjn#序15000
揸頸	vajk#序15000
揸頸就命	vjjj#序15000
揼波拿	bbna#序15000
揼骨	bggu#序15000
㨘到立立呤	xdll#序15000
㨘牛王	xnwh#序15000
搉門	qtmf#序15000
搊後腳	ihjn#序15000
損爛	sylj#序15000
搏一搏	bybo#序15000
搏傻	boua#序15000
搏出位	biww#序15000
搏唔過	bmgo#序15000
搏大膽	bddj#序15000
搏大霧	bdwu#序15000
搏拉	bola#序15000
搏炒	boic#序15000
搏盡	bojb#序15000
搏老命	blmk#序15000
搐搦	iuno#序15000
搓圓撳扁	cyqq#序15000
搓圓㩒扁	cyqq#序15000
搓波	cobo#序15000
搔首	scuz#序15000
搖搖板	yybj#序15000
搗石屎	duui#序15000
搜尋器	sxqi#序15000
搞三搞四	gsgg#序15000
搞乜鬼	gmgv#序15000
搞亂檔	gldh#序15000
搞作	gczo#序15000
搞出人命	girr#序15000
搞出個大頭佛	gigt#序15000
搞唔掂	gndm#序15000
搞嘢	gcye#序15000
搞屎棍	gugy#序15000
搞風搞雨	gfgg#序15000
搦住	novu#序15000
搬屋	bjwu#序15000
搬龍門	blmf#序15000
搭上搭	duda#序15000
搭單	dadj#序15000
搭嗲	dadx#序15000
搭夠	dagz#序15000
搭客	dake#序15000
搭枱	dasi#序15000
搭檯	datd#序15000
搭沉船	diir#序15000
搭錯賊船	dczz#序15000
搭錯車	dcie#序15000
搭霸王車	dbww#序15000
搲料	gxln#序15000
搲水	gxuv#序15000
搲痕	gxhf#序15000
搲銀	gxyb#序15000
搵丁	wfdk#序15000
搵世界	wujp#序15000
搵位	wfww#序15000
搵兩餐	wlcj#序15000
搵周公	wvgs#序15000
搵嘢做	wyzo#序15000
搵嚟講	wljl#序15000
搵工	wfgs#序15000
搵朝唔得晚	wind#序15000
搵窿捐	wljr#序15000
搵笨	wfbf#序15000
搵米路	wmlu#序15000
搵老婆	wlpo#序15000
搵老襯	wlif#序15000
搵腳	wfjn#序15000
搵銀	wfyb#序15000
搶包山	qbuj#序15000
搶嘢	qlye#序15000
搶火	qlho#序15000
搶食	qlui#序15000
搽脂蕩粉	ivdd#序15000
搽藥	iayc#序15000
摄青鬼	uqgv#序15000
摑耳光	gegl#序15000
摙車	lmie#序15000
摙骨	lmgu#序15000
摩利臣街	mlii#序15000
摩囉差	mlia#序15000
摩度	modu#序15000
摩星嶺	mxlk#序15000
摩星嶺道	mxll#序15000
摩羅街	mljp#序15000
摩門教	mmjn#序15000
摱車邊	mibm#序15000
摸不着頭腦	mbvt#序15000
摸盲盲	mmmh#序15000
摸酒杯底	mjbb#序15000
摹本	mobf#序15000
摺咗	vezo#序15000
摺埋	vemd#序15000
摺床	veil#序15000
摺檯	vetd#序15000
摺高褲腳	vgkk#序15000
撇低	ppdi#序15000
撇檔	ppdh#序15000
撇水片	pupm#序15000
撇甩	ppuk#序15000
撇雨	ppyu#序15000
撈世界	lujp#序15000
撈仔	lczi#序15000
撈勻	lcyy#序15000
撈唔埋	lnmd#序15000
撈嘢	lcye#序15000
撈埋	lcmd#序15000
撈女	lcnv#序15000
撈妹	lcmw#序15000
撈家	lcjx#序15000
撈家婆	ljpo#序15000
撈攪	lcjn#序15000
撈松	lcss#序15000
撈汁	lcvi#序15000
撈過界	lgjp#序15000
撈雞	lcji#序15000
撈靜水	ljuv#序15000
撈飯	lcfj#序15000
撈鬆	lcss#序15000
撐枱腳	isjn#序15000
撐檯腳	itjn#序15000
撐艇	igtk#序15000
撐艇仔	itzi#序15000
撒鹽	sayj#序15000
撚手	nmuz#序15000
撚手小菜	nuxx#序15000
撚樣	nmyh#序15000
撚菜	nmcd#序15000
撚雀	nmqt#序15000
撞口撞面	vkvv#序15000
撞大板	vdbj#序15000
撞板多過食飯	vbdu#序15000
撞棍	vlgy#序15000
撞正	vlvg#序15000
撞死馬	vsma#序15000
撞闆	vlbj#序15000
撞面	vlmm#序15000
撞頭	vltz#序15000
撟舌	jnue#序15000
撥個輪	bgly#序15000
撥大葵扇	bdkk#序15000
撥扇	bouj#序15000
撥火	boho#序15000
撩交打	ljda#序15000
撩牙	lnya#序15000
撩耳	lner#序15000
撩耳仔	lezi#序15000
撩雀竇	lqdz#序15000
撫恤	fuxu#序15000
撫躬自問	fgzz#序15000
撬墻腳	qqjn#序15000
播越	boyt#序15000
撮寫	coxp#序15000
撲心撲命	pxpp#序15000
撲料	buln#序15000
撲波	bubo#序15000
撳地游水	qdyy#序15000
撳掣	qbie#序15000
撳錢	qbqm#序15000
撳鐘	qbvs#序15000
撳鷓鴣	qvgu#序15000
撻ｑ	taqq#序15000
撻嘢	taye#序15000
撻定	tadk#序15000
撻數	tauu#序15000
撻朵	tado#序15000
撻沙	taua#序15000
撻着	tave#序15000
撻頭	tatz#序15000
擁墩	ysdy#序15000
擇交	zejn#序15000
擉背脊	ibji#序15000
擋災	dhzd#序15000
擋煞	dhua#序15000
操兵	ccbk#序15000
擒擒青	qqqk#序15000
擒賊先擒王	qzxq#序15000
擒騎	qbqi#序15000
擔保信	dbxb#序15000
擔屎唔偷食	dumt#序15000
擔屎都唔偷食	dudt#序15000
擔幡買水	dfmm#序15000
擔挑	djtn#序15000
擔正	djvg#序15000
擔竿	djgj#序15000
擔遮	djve#序15000
擔高頭	dgtz#序15000
擘一字	byzi#序15000
擘大個口得個窿	bdgg#序15000
擘大口得個窿	bdkg#序15000
擘大眼	bdyj#序15000
擘大眼瀨尿	bdyl#序15000
擘大眼講大話	bdyd#序15000
擘梯	bdti#序15000
擘網巾	bwjb#序15000
據説	juuo#序15000
據講	jijl#序15000
㩒住頭	qvtz#序15000
㩒機	qbji#序15000
㩒錢	qbqm#序15000
㩒鐘	qbvs#序15000
㩒鷓鴣	qvgu#序15000
擢樣	voyh#序15000
擦字膠	czjn#序15000
擦牙	caya#序15000
擦紙膠	cvhc#序15000
擦錯鞋	ccxp#序15000
擦鞋仔	cxzi#序15000
擰歪面	nwmm#序15000
擰轉身	nvuf#序15000
擰頭擰髻	ntnn#序15000
擸嘢	laye#序15000
擸埋	lamd#序15000
擸擸炩	lllk#序15000
擸炩	lalk#序15000
擸網頂	lgdk#序15000
擺上檯	butd#序15000
擺到明	bdmk#序15000
擺堆	bddv#序15000
擺尾	bdww#序15000
擺明車馬	bmii#序15000
擺柳	bdlq#序15000
擺檔口	bdkz#序15000
擺款	bdkr#序15000
擺甫士	bfui#序15000
擺老烏	blwu#序15000
擺花街	bhjp#序15000
擺酒	bdjq#序15000
擺闊佬	bklc#序15000
擺鳥龍	bnls#序15000
擾人清夢	rrqq#序15000
㩧佬	bolc#序15000
㩧帽	bomc#序15000
㩧㩧齋	bbvd#序15000
㩧濕	boii#序15000
攋低	ladi#序15000
攋尿蝦	lnxx#序15000
攔河	ljhe#序15000
攝位	ueww#序15000
攝嚫	ueif#序15000
攝氏溫度計	uuwd#序15000
攝鐵	uetp#序15000
攝青鬼	uqgv#序15000
攞便宜	lbyi#序15000
攞命	lomk#序15000
攞嚟搞	llgc#序15000
攞嚟衰	lluk#序15000
攞嚟講	lljl#序15000
攞嚟賤	lljm#序15000
攞彩	locd#序15000
攞意頭	lytz#序15000
攞景	lojk#序15000
攞獎	lojl#序15000
攞着數	lvuu#序15000
攞籌	loiz#序15000
攞膽	lodj#序15000
攞苦嚟辛	lkll#序15000
攞走	lozz#序15000
攞錢	loqm#序15000
攣弓	lrgs#序15000
攣弓蝦米	lgxx#序15000
攣捐	lrjr#序15000
攣毛	lrmc#序15000
攤凍	tjds#序15000
攤攤腰	ttyc#序15000
攤直	tjvi#序15000
攪三攪四	gsgg#序15000
攪到咁大鑊	jdgd#序15000
攪到滿天神佛	jdmu#序15000
攪唔掂	jndm#序15000
攪嘢	jnye#序15000
攪得掂	jddm#序15000
攪手	jnuz#序15000
攪攪震	jjvf#序15000
攪生晒	juud#序15000
攪腸痧	jiua#序15000
攪鬼	jngv#序15000
攬上身	luuf#序15000
攬住一齊死	lvyj#序15000
攬枕	ljvf#序15000
攬身攬勢	lull#序15000
攬頭	ljtz#序15000
攬頸巾	ljjb#序15000
支脈	vimd#序15000
收保護費	ubhh#序15000
收到風	udfg#序15000
收嗲	uzdx#序15000
收回成命	uhii#序15000
收數佬	uulc#序15000
收枱	uzsi#序15000
收水	uzuv#序15000
收片	uzpm#序15000
收行水	uxuv#序15000
收買人命	umrr#序15000
收買人心	umrr#序15000
收銀員	uyyr#序15000
收銀處	uyiu#序15000
收陀地	utdi#序15000
收風	uzfg#序15000
改簿	gdbu#序15000
改變主意	gbvv#序15000
改轉	gdvr#序15000
改錯帶	gcdd#序15000
攻打四方城	gdsf#序15000
攻鼻揦脷	gbll#序15000
放下心頭大石	fxxd#序15000
放低二兩	fdee#序15000
放光蟲	fgis#序15000
放煙花	fyhx#序15000
放熱	fhre#序15000
放白鴿	fbge#序15000
放監	fhjm#序15000
放紙鷂	fvyc#序15000
放落	fhlo#序15000
放葫蘆	fhlu#序15000
放蚊	fhwf#序15000
放言	fhyj#序15000
放貴利	fgli#序15000
放長雙眼	fiuu#序15000
放題	fhti#序15000
放飛劍	ffjm#序15000
政務司司長	vwss#序15000
政府大球場	vfdq#序15000
效顰	xnpb#序15000
啟顏	qiyj#序15000
敍舊	xujq#序15000
敏鋭	mbrv#序15000
救傷車	juie#序15000
救傷隊	judv#序15000
救命呀	jmya#序15000
救命圈	jmqr#序15000
救援人員	jyrr#序15000
救火員	jhyr#序15000
救火車	jhie#序15000
敗家	bdjx#序15000
敗家精	bjjk#序15000
敗血	bdxt#序15000
教書佬	julc#序15000
教精	jnjk#序15000
教而不善	jebb#序15000
教育統籌委員會	jyty#序15000
教門	jnmf#序15000
敢當	gjdh#序15000
散ｂａｎｄ	sban#序15000
散春	sjiy#序15000
散更鑼	sglo#序15000
散貨	sjho#序15000
散賣	sjmd#序15000
散銀	sjyb#序15000
敦款	dykr#序15000
敲鼓邊	qgbm#序15000
整亂	vglr#序15000
整傷	vguh#序15000
整古	vggu#序15000
整古做怪	vgzz#序15000
整嘢食	vyui#序15000
整嚫	vgif#序15000
整定	vgdk#序15000
整爛	vglj#序15000
整色整水	vsvv#序15000
整蠱作怪	vgzz#序15000
整蠱做怪	vgzz#序15000
整蠱弄怪	vgnn#序15000
整親	vgqb#序15000
整飭整顿	vivv#序15000
整餸	vgss#序15000
數口	uukz#序15000
數學符號	uxff#序15000
數白欖	ublj#序15000
數碟底	uddi#序15000
數碼暴龍	umbb#序15000
數簿	uubu#序15000
數臭	uuiz#序15000
數還數路還路	uhuh#序15000
文具舖	wjpu#序15000
文明人	wmrf#序15000
文明國家	wmgg#序15000
文武廟	wwmn#序15000
文沖	wfis#序15000
文白異讀	wbyy#序15000
文膽	wfdj#序15000
文華東方酒店	whdj#序15000
文藝片	wypm#序15000
文雀	wfqt#序15000
文雞	wfji#序15000
斑驢	bjlv#序15000
斗令	dzlk#序15000
斗零	dzlk#序15000
料兆	lnvc#序15000
斟掂	vfdm#序15000
斟水	vfuv#序15000
斟瀉	vfxp#序15000
斟盤	vfpj#序15000
斟茶	vfia#序15000
斧頭打鑿鑿打木	ftdd#序15000
斧頭邊	ftbm#序15000
斬到一頸血	vdyj#序15000
斬犯	vjfj#序15000
斬竹灣	vvwj#序15000
斬纜	vjlj#序15000
斬腳趾避沙蟲	vjvu#序15000
斬頭	vjtz#序15000
斬頭截尾	vtjj#序15000
斯文敗類	swbb#序15000
斯斯文文	ssww#序15000
新世界第一巴士服務有限公司	xujg#序15000
新九龍	xjls#序15000
新加坡共和國	xjph#序15000
新加坡航空	xjph#序15000
新嚟新豬肉	xlxv#序15000
新女	xbnv#序15000
新奶奶	xnnd#序15000
新姑爺	xgye#序15000
新宿區	xsqu#序15000
新屎坑	xukg#序15000
新年流流	xnll#序15000
新年頭	xntz#序15000
新抱	xbbc#序15000
新曆年	xlnm#序15000
新正頭	xvtz#序15000
新淨	xbig#序15000
新界區	xjqu#序15000
新發家	xfjx#序15000
新發明	xfmk#序15000
新簇簇	xccu#序15000
新絲蘿蔔皮	xslb#序15000
新義安	xyan#序15000
新老爺	xlye#序15000
新聞報告	xwbb#序15000
新聞多多	xwdd#序15000
新蒲崗	xpgh#序15000
新藥	xbyc#序15000
新造站	xzvj#序15000
新金山	xjuj#序15000
新鮮滾熱辣	xxgr#序15000
斷搶	drql#序15000
斷擔挑	ddtn#序15000
斷斷	drdr#序15000
斷正	drvg#序15000
斷癮	dryb#序15000
斷碼	drma#序15000
斷窮根	dqgf#序15000
斷米路	dmlu#序15000
斷頭臺	dttd#序15000
方剛	fhgh#序15000
方力申	fluf#序15000
方呎	fhii#序15000
施恩莫望報	uemw#序15000
旅遊巴	lyba#序15000
旌表	jkbn#序15000
旗竿	qigj#序15000
日不暇給	rbxx#序15000
日光日白	rgrr#序15000
日內瓦公約	rnwg#序15000
日出康城	rikk#序15000
日哦夜哦	royy#序15000
日常用品	riyy#序15000
日捱夜捱	rayy#序15000
日日如是	rrrr#序15000
日月星辰	ryxx#序15000
日本仔	rbzi#序15000
日本動畫	rbdd#序15000
日本民主黨	rbmv#序15000
日本航空公司	rbhg#序15000
日本酒	rbjq#序15000
日記簿	rjbu#序15000
日防夜防家賊難防	rfyn#序15000
早一排	zypd#序15000
早更	zcgg#序15000
早走早著	zzzz#序15000
早響	zcxl#序15000
旱天	hjtm#序15000
旱橋	hjqn#序15000
旺丁唔旺財	wdnw#序15000
旺舖	whpu#序15000
旺菜	whcd#序15000
旻寧	mbnk#序15000
昂坪	agpk#序15000
昂坪３６０	apsl#序15000
昆侖	kyly#序15000
昆市	kyui#序15000
昌崗站	igvj#序15000
昌隆	ihls#序15000
明凈	mkjk#序15000
明刀明槍	mdmm#序15000
明屈	mkqu#序15000
明愛醫院	mayy#序15000
明火打劫	mhdd#序15000
明爐	mklu#序15000
明珠台	mvtd#序15000
明瓦	mkwa#序15000
明解	mkjp#序15000
明鑒	mkjm#序15000
昏頭轉向	htvv#序15000
易拉架	yljx#序15000
星光大道	xgdd#序15000
星光行	xgxk#序15000
星加坡	xjpo#序15000
星君仔	xjzi#序15000
星媽	xkma#序15000
星散	xksj#序15000
星架坡	xjpo#序15000
星架波	xjbo#序15000
星洲炒米	xvii#序15000
星辰錶	xibn#序15000
星鐵	xktp#序15000
映眼	ykyj#序15000
映衰	ykuk#序15000
春子	iyzi#序15000
春孳	iyzi#序15000
春宵一刻值千金	ixyq#序15000
春袋	iydd#序15000
昧水	mwuv#序15000
昧水舂牆	muii#序15000
是日例湯	urll#序15000
是非只為多開口	ufvk#序15000
是非啄	ufvo#序15000
是非根	ufgf#序15000
時不我與	ubww#序15000
時代雜誌	udzz#序15000
時嘜	uima#序15000
時年	uinm#序15000
時時都	uudz#序15000
時辰八字	uibb#序15000
時運高睇唔到	uygn#序15000
晏晝飯	yvfj#序15000
晒冷	udlg#序15000
晒命	udmk#序15000
晒士	udui#序15000
晒料	udln#序15000
晒月光	uygl#序15000
晒相	udxl#序15000
晒馬	udma#序15000
勗勉	xumm#序15000
晚頭	wjtz#序15000
晚頭夜	wtye#序15000
晚頭黑	wthw#序15000
晚香玉	wxyu#序15000
晦氣星	hqxk#序15000
晨早流流	izll#序15000
晨褸	iflv#序15000
普通朋友	ptpp#序15000
普飛	pufw#序15000
智能電話	vndd#序15000
晾肉	llrz#序15000
晾衫	lluj#序15000
暑期工	uqgs#序15000
暈低	yydi#序15000
暈得一陣陣	ydyv#序15000
暈暈地	yydi#序15000
暈機浪	yjlh#序15000
暈船浪	yilh#序15000
暈車浪	yilh#序15000
暈陀陀	yddo#序15000
暌違	kvww#序15000
暖水壺	nuhu#序15000
暖水袋	nudd#序15000
暖笠笠	nlli#序15000
暗啞抵	aydi#序15000
暗病	anbk#序15000
暢錢	ihqm#序15000
暢錢機	iqji#序15000
暴富難睇	bfnn#序15000
暴瀉	bcxp#序15000
曉港	xngh#序15000
曚曚光	mmgl#序15000
曬月光	uygl#序15000
曬棚	udpg#序15000
曬蓆	udxi#序15000
曬衫	uduj#序15000
曲奇餅	qqbk#序15000
曲終人散	qvrr#序15000
曲蹄	quti#序15000
曳嘢	yeye#序15000
曳曳	yeye#序15000
曳猪	yevu#序15000
書到用時方恨少	udyh#序15000
書枱	uusi#序15000
書檯	uutd#序15000
書簽	uuqm#序15000
曹操都有知心友關公亦有對頭人	ccdt#序15000
曼克頓	mkdy#序15000
曼秀雷敦	mxll#序15000
曾俊華	cjhx#序15000
曾偉雄	cwxs#序15000
曾寶儀	cbyi#序15000
曾志偉	cvww#序15000
曾鈺成	cyig#序15000
替槍	tiql#序15000
會仔	hvzi#序15000
會展中心站	hvvx#序15000
會彈唔會唱	hdwh#序15000
會江站	hjvj#序15000
會稽	gvji#序15000
月字邊	yzbm#序15000
月小	ytxn#序15000
月白風清	ybff#序15000
月結單	yjdj#序15000
有一日	yyri#序15000
有乜冬瓜豆腐	ymdd#序15000
有事慢慢講	yumm#序15000
有交易	yjyi#序15000
有兩度	yldu#序15000
有兩手	yluz#序15000
有冇	yzmc#序15000
有凸	yztu#序15000
有前冇後	yqmm#序15000
有口齒	ykii#序15000
有咁啱得咁蹺	ygyg#序15000
有咗肚	yzdu#序15000
有啲	yzdi#序15000
有嘢到	yydc#序15000
有姿勢冇實際	yzuu#序15000
有少少	yuuc#序15000
有少許	yuxu#序15000
有屁就放	ypjj#序15000
有心唔怕遲	yxmp#序15000
有怪莫怪	ygmm#序15000
有意栽花花不發無心插柳柳成蔭	yyzi#序15000
有慢	yzmj#序15000
有我喺度	ywbb#序15000
有把炮	ybpc#序15000
有揸手	yvuz#序15000
有揸拿	yvna#序15000
有料到	yldc#序15000
有早知冇乞兒	yzvq#序15000
有景轟	yjhs#序15000
有根蔃	ygjl#序15000
有殺冇賠	yumm#序15000
有氣冇力	yqmm#序15000
有氣冇埞唞	yqmd#序15000
有爺生冇乸教	yyun#序15000
有理走遍天下	ylzt#序15000
有癮	yzyb#序15000
有睇頭	ydtz#序15000
有碗話碗有碟話碟	ywhh#序15000
有神冇氣	yumm#序15000
有血性	yxxk#序15000
有術	yzuu#序15000
有諗頭	yutz#序15000
有蹺蹊	yqqi#序15000
有辣有唔辣	ylyn#序15000
有錢出錢有力出力	yqii#序15000
有錢駛得鬼推磨	yqut#序15000
有頭冇尾	ytmm#序15000
有頭有路	ytyy#序15000
有頭毛冇人想生鬎鬁	ytml#序15000
有頭髮邊個想做癩痢	ytfl#序15000
有麝自然香	yuzr#序15000
朗尼	lhni#序15000
朗拿度	lndu#序15000
朗拿甸奴	lndd#序15000
朗豪坊	lhfh#序15000
朘朘	jrjr#序15000
望住	whvu#序15000
望到頸都長	wdjd#序15000
望天打卦	wtdd#序15000
望山跑死馬	wups#序15000
望洋興歎	wyxx#序15000
望角	whjn#序15000
朝朝早	vvzc#序15000
朝行晚拆	ixww#序15000
朝鮮薊	ixji#序15000
木俑	muys#序15000
木吉他	mjta#序15000
木方	mufh#序15000
木枱	musi#序15000
木結他	mjta#序15000
木顏色筆	myss#序15000
木魚書	myuu#序15000
未夠班	wgbj#序15000
未學行先學走	wxxx#序15000
未得住	wdvu#序15000
未知死	wvsi#序15000
未見官先打三十大板	wjgd#序15000
本土主義	btvv#序15000
本地狀元	bdvv#序15000
本地生產總值	bduz#序15000
本地菜	bdcd#序15000
本地薑唔辣	bdjn#序15000
本港台	bgtd#序15000
本銀	bfyb#序15000
札碼字	vmzi#序15000
札馬	vama#序15000
朱槿	vujb#序15000
朱油	vuyz#序15000
朱纓花	vyhx#序15000
朱義盛	vyug#序15000
朱雀橋	vqqn#序15000
朽邁	xqmd#序15000
杉木	uamu#序15000
李兆基	lvji#序15000
李克勤	lkqb#序15000
李司棋	lsqi#序15000
李心潔	lxjp#序15000
李慧琼	lhqs#序15000
李若彤	lrts#序15000
李鄭屋古墓	lvwg#序15000
李鄭屋漢墓博物館	lvww#序15000
李香蘭	lxlj#序15000
杏仁糊	xrhu#序15000
杏仁茶	xria#序15000
杏仁餅	xrbk#序15000
杏加橙	xjig#序15000
杏壇	xktj#序15000
杏桃	xktc#序15000
杏紅	xkhs#序15000
杏花邨	xhcy#序15000
村夫	cyfu#序15000
杜奧巴	daba#序15000
杜拜塔	dbta#序15000
杜牙根	dygf#序15000
杭州西湖	hvxx#序15000
杯碟	bwdp#序15000
杰撻撻	jtta#序15000
東便	dsbm#序15000
東區海底隧道	dqhs#序15000
東區走廊	dqzz#序15000
東家唔打打西家	djnx#序15000
東山口	dukz#序15000
東方人	dfrf#序15000
東方報業集團	dfbj#序15000
東沙	dsua#序15000
東涌	dsys#序15000
東涌站	dyvj#序15000
東華醫院	dhyy#序15000
東風射馬耳	dfum#序15000
東風螺	dflo#序15000
東龍洲	dlvz#序15000
杵臼	iujq#序15000
松毛	ssmc#序15000
松節水	sjuv#序15000
松脂	ssvi#序15000
板間房	bjfh#序15000
板障	bjvh#序15000
板頸	bjjk#序15000
枇杷果	ppgo#序15000
枕住	vfvu#序15000
枕長	vfvh#序15000
枕頭包	vtbc#序15000
枕頭狀	vtvl#序15000
枕頭肉	vtrz#序15000
林依晨	lyif#序15000
林和西站	lhxx#序15000
林嘉欣	ljxb#序15000
林夕	lbxi#序15000
林子祥	lzxl#序15000
林曉培	lxpw#序15000
林沈	lbif#序15000
林海峰	lhfg#序15000
林瑞麟	lrlb#序15000
林過雲	lgyy#序15000
林鄭月娥	lvyy#序15000
果占	govj#序15000
果核	gohe#序15000
果洲群島	gvqq#序15000
果蔗	gove#序15000
枱布	sibu#序15000
枱枱凳凳	ssdd#序15000
枱枱櫈櫈	ssdd#序15000
枱波	sibo#序15000
枴杖	gkvh#序15000
架佬	jxlc#序15000
架勢堂	juth#序15000
架妹	jxmw#序15000
架撐	jxig#序15000
架樑	jxll#序15000
架步	jxbu#序15000
架罉	jxch#序15000
柄埋	bkmd#序15000
柏寧酒店	bnjj#序15000
柏文	bowf#序15000
柏斯	bdsi#序15000
柏立基	blji#序15000
某啲	mzdi#序15000
某某人	mmrf#序15000
柑咁大個鼻	ggdg#序15000
柑桔	gjju#序15000
柒頭	qitz#序15000
柒頭皮	qtpi#序15000
染污	rjwu#序15000
柚皮	yzpi#序15000
查字典	izdm#序15000
查家宅	ijvd#序15000
查揦	iala#序15000
查良鏞	ilys#序15000
柬帖	jmtp#序15000
柯佬	kelc#序15000
柯士甸	kudm#序15000
柯打	keda#序15000
柴台	idtd#序15000
校味	xnww#序15000
校奶	xnnd#序15000
校色	xnse#序15000
校鐘	xnvs#序15000
核子彈	hzdj#序15000
核爆	hebc#序15000
核融合	hrhe#序15000
根數	gfuu#序15000
格仔紙	gzvi#序15000
格仔餅	gzbk#序15000
格劍	gejm#序15000
格殺勿論	guww#序15000
桂圓肉	gyrz#序15000
桂木	gvmu#序15000
桂林埕	glig#序15000
桂花糖	ghth#序15000
桂花蟬	ghij#序15000
桂花魚	ghyu#序15000
桃紅色	thse#序15000
桌球檯	vqtd#序15000
桐油埕	tyig#序15000
桐油灰	tyhv#序15000
桑榆暮景	symm#序15000
梁啓超	lqic#序15000
梁國雄	lgxs#序15000
梁宗岱	lzdd#序15000
梁家輝	ljhv#序15000
梁小冰	lxbk#序15000
梁山伯	lubo#序15000
梁振邦	lvbh#序15000
梁朝偉	liww#序15000
梁漢文	lhwf#序15000
梁詠琪	lyqi#序15000
梁錦松	ljss#序15000
梅乾	mwgj#序15000
梅艷芳	myfh#序15000
梅花園站	mhyy#序15000
梅花間竹	mhjj#序15000
梅菜扣肉	mckk#序15000
梅酌	mwvo#序15000
梅開二度	mkee#序15000
梗係	ggxi#序15000
梗有	ggyz#序15000
